1	200 
2	200 
3	200 
4	200 
5	200 
6	200 
7	300 
8	300 
9	200 
10	200 
11	400 
12	300 
13	300 
14	200 
15	300 
16	300 
17	400 
18	400 
19	300 
20	400 
21	300 
22	300 
23	400 
24	500 
25	400 
26	400 
27	400 
28	400 
29	300 
30	9500 
31	400 
32	400 
33	500 
34	400 
35	500 
36	500 
37	500 
38	700 
39	500 
40	500 
41	600 
42	600 
43	500 
44	500 
45	800 
46	800 
47	800 
48	900 
49	900 
50	800 
51	800 
52	700 
53	800 
54	800 
55	900 
56	900 
57	1000 
58	1000 
59	1100 
60	1000 
61	1200 
62	1000 
63	1000 
64	1000 
65	900 
66	1300 
67	1000 
68	1300 
69	1300 
70	1400 
71	1400 
72	1100 
73	1400 
74	1100 
75	1300 
76	1300 
77	1400 
78	1000 
79	1300 
80	1200 
81	1500 
82	1400 
83	1600 
84	1400 
85	1200 
86	1300 
87	1200 
88	1100 
89	1600 
90	1300 
91	1500 
92	1500 
93	1800 
94	1500 
95	1800 
96	1500 
97	1700 
98	1300 
99	1900 
100	1500 
101	2000 
102	2000 
103	2000 
104	1600 
105	1700 
106	1600 
107	1500 
108	2200 
109	1700 
110	2000 
111	1700 
112	1700 
113	1700 
114	1700 
115	1600 
116	1900 
117	1500 
118	2300 
119	2000 
120	2300 
121	1800 
122	2200 
123	2300 
124	2400 
125	1900 
126	2400 
127	2000 
128	2200 
129	2000 
130	2500 
131	2000 
132	2100 
133	1900 
134	2500 
135	2000 
136	2200 
137	2300 
138	2300 
139	1900 
140	2400 
141	12100 
142	2700 
143	2000 
144	2200 
145	2100 
146	2600 
147	2300 
148	2800 
149	2000 
150	2300 
151	7600 
152	2100 
153	2900 
154	2600 
155	2800 
156	2300 
157	2600 
158	2300 
159	2200 
160	2200 
161	2900 
162	11700 
163	2800 
164	2500 
165	2700 
166	3200 
167	3000 
168	3000 
169	2400 
170	2300 
171	2300 
172	2200 
173	2300 
174	2700 
175	2600 
176	3100 
177	3200 
178	3000 
179	3000 
180	2800 
181	3000 
182	2900 
183	2700 
184	2900 
185	3000 
186	2600 
187	2300 
188	2700 
189	2600 
190	2500 
191	4400 
192	3000 
193	3000 
194	3100 
195	2700 
196	3100 
197	2900 
198	2900 
199	2600 
200	2800 
201	2900 
202	2700 
203	3500 
204	16200 
205	3000 
206	3400 
207	3200 
208	3700 
209	2900 
210	3300 
211	3700 
212	3100 
213	3100 
214	3000 
215	3200 
216	3200 
217	3000 
218	3800 
219	3800 
220	4100 
221	3500 
222	3700 
223	2900 
224	3100 
225	3100 
226	3000 
227	3200 
228	3200 
229	3100 
230	3900 
231	3500 
232	4100 
233	3600 
234	3500 
235	3800 
236	3500 
237	3500 
238	3200 
239	3300 
240	3000 
241	4500 
242	3800 
243	4200 
244	3800 
245	3100 
246	3500 
247	3700 
248	3700 
249	3400 
250	3400 
251	3700 
252	5800 
253	3600 
254	4700 
255	4700 
256	4000 
257	3800 
258	3100 
259	3500 
260	3400 
261	3400 
262	3200 
263	3200 
264	3200 
265	3000 
266	4000 
267	3500 
268	3400 
269	3500 
270	3000 
271	3600 
272	3500 
273	3500 
274	3900 
275	3500 
276	3500 
277	3600 
278	4400 
279	4100 
280	3600 
281	3600 
282	3700 
283	3800 
284	3400 
285	3800 
286	4500 
287	4000 
288	13000 
289	3700 
290	3500 
291	4200 
292	3900 
293	3600 
294	3500 
295	4900 
296	5300 
297	4600 
298	4000 
299	4300 
300	3800 
301	3700 
302	3600 
303	3600 
304	3900 
305	3900 
306	3900 
307	4000 
308	3600 
309	3600 
310	3600 
311	4600 
312	3800 
313	4100 
314	4600 
315	4300 
316	4000 
317	4300 
318	3700 
319	3700 
320	3800 
321	3800 
322	3700 
323	3800 
324	13000 
325	3800 
326	4000 
327	4000 
328	4400 
329	4500 
330	4300 
331	3900 
332	4800 
333	5100 
334	4700 
335	4300 
336	4300 
337	4000 
338	5200 
339	6300 
340	5300 
341	4200 
342	4100 
343	4100 
344	4100 
345	4300 
346	4500 
347	4700 
348	5300 
349	4700 
350	4800 
351	4300 
352	4200 
353	4500 
354	4500 
355	14800 
356	5100 
357	4600 
358	4600 
359	4600 
360	4600 
361	4600 
362	4200 
363	5200 
364	4500 
365	4300 
366	4300 
367	4400 
368	4300 
369	4300 
370	4400 
371	4300 
372	4300 
373	4400 
374	4400 
375	5200 
376	5300 
377	5500 
378	5300 
379	4900 
380	4900 
381	4800 
382	5000 
383	4700 
384	5900 
385	5300 
386	4700 
387	4800 
388	4800 
389	4800 
390	5400 
391	6200 
392	6700 
393	81400 
394	5400 
395	5200 
396	16400 
397	5200 
398	4900 
399	5100 
400	5100 
401	15700 
402	5700 
403	15200 
404	6700 
405	5500 
406	5700 
407	5300 
408	44700 
409	5200 
410	5300 
411	5900 
412	5500 
413	6500 
414	4900 
415	5300 
416	5300 
417	5000 
418	4900 
419	15400 
420	5400 
421	6100 
422	5400 
423	5400 
424	5100 
425	5100 
426	5100 
427	5000 
428	5700 
429	5000 
