1	0.000000
1	0.000000
2	0.000000
3	0.000000
5	0.000000
8	0.000000
13	0.000000
21	0.000000
34	0.000000
55	0.000000
89	0.000000
144	0.000000
233	0.000000
377	0.000000
610	0.000000
987	0.000000
1597	0.000000
2584	0.000000
4181	0.000000
6765	0.000000
10946	0.000000
17711	0.000000
28657	0.000000
46368	1.000000
75025	0.000000
121393	1.000000
196418	1.000000
317811	2.000000
514229	3.000000
832040	5.000000
1346269	8.000000
2178309	13.000000
3524578	22.000000
5702887	34.000000
9227465	56.000000
14930352	92.000000
24157817	145.000000
39088169	236.000000
63245986	376.000000
102334155	607.000000
165580141	987.000000
267914296	1612.000000
433494437	2603.000000
701408733	4244.000000
